None;Function;sum
BLOOM_LEVL;CLASS;
0;Field;728.223725335
1;Field;291.266591213
;Field;93.2831384624
;Forest;5469.11010264
;HerbLine;9601.87229336
;HerbPatch;2713.38275735
;Residential;1826.16171468
;Road;17.7528488594
;Roadside;3318.56055375
;TreeLine;3959.78997978
