None;Function;sum
BLOOM_LEVL;CLASS;
0;Field;4336.9240483
1;Field;2129.71687923
1;HerbLine;659.489263049
1;HerbPatch;1827.22003967
2;Field;2282.70885505
;Field;778.168994652
;Forest;1777.07963702
;HerbLine;14489.0564137
;HerbPatch;1030.58526404
;Residential;1952.85651297
;Road;6.29562037936e-08
;Roadside;3414.36653655
;TreeLine;1432.6308092
