dance.id,hive,day,year,segment,dance.found,segment start time,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,duration,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading,flag,,,,,,,,,
342,MOOREMAN,4,2015,00008.MTS_at15+0min_for1min.avi,no,13:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-100,-100,-100,13:55,194.8,95,2,0,,,,,,,,,
343,MOOREMAN,4,2015,00009.MTS_at3+68min_for1min.avi,no,13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-103,-103,-103,13:56,195.4,93,2,0,,,,,,,,,
344,MOOREMAN,4,2015,00009.MTS_at8+68min_for1min.avi,no,14:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-105,-105,-105,14:01,198.2,93,2,0,,,,,,,,,
345,MOOREMAN,4,2015,00009.MTS_at13+68min_for1min.avi,no,14:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-108,-108,-108,14:06,201,93,2,0,,,,,,,,,
346,MOOREMAN,4,2015,000010.MTS_at1+80min_for1min.avi,yes,14:12,1,1,4,8,1021.333,1049.333,1037.833,9.848,346.667,400,377.5,18.604,0,0,0,0,43,86,60.5,13.794,14.422,21.705,19.006,3.373,0,21.705,9.503,10.397,NA,NA,NA,NA,14.422,21.705,19.006,3.373,NA,NA,NA,NA,86.424,123.69,107.747,17.475,NA,NA,NA,NA,-0.8,-24.576,12.69,-3.253,14:12,204.2,200.947,3.50718677200505,1,,,,,,,,,
347,MOOREMAN,4,2015,00010.MTS_at6+80min_for1min.avi,yes,14:17,1,1,4,8,1124,1150.667,1137.667,10.371,470.667,510.667,493.667,14.945,0,0,0,0,47,76,61.875,10.816,27.487,32.796,29.992,2.183,0,32.796,14.996,16.095,NA,NA,NA,NA,27.487,32.796,29.992,2.183,NA,NA,NA,NA,50.906,77.196,61.425,11.778,NA,NA,NA,NA,-0.8,-62.794,-36.504,-52.275,14:17,206.8,154.525,2.69697002664424,1,,,,,,,,,
348,MOOREMAN,4,2015,00010.MTS_at11+80min_for1min.avi,no,14:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-116,-116,-116,14:22,209.3,93,2,0,,,,,,,,,
349,MOOREMAN,4,2015,00011.MTS_at1+80min_for1min.avi,yes,14:28,1,1,4,8,796,965.333,892.833,63.51,352,410.667,377,18.826,0,0,0,0,40,74,52.875,13.389,27.358,60.941,40.179,14.702,0,60.941,20.089,23.535,NA,NA,NA,NA,27.358,60.941,40.179,14.702,NA,NA,NA,NA,-169.919,-133.025,-157.471,17.043,NA,NA,NA,NA,-0.8,71.281,108.175,83.729,14:28,212.3,296.029,5.16668073138629,1,,,,,,,,,
350,MOOREMAN,4,2015,00011.MTS_at1+80min_for1min.avi,yes,14:28,2,2,4,8,1069.333,1105.333,1091.833,13.643,472,498.667,487.5,8.491,0,0,0,0,47,100,72.25,16.069,18.523,31.693,25.133,6.656,0,31.693,12.566,14.123,NA,NA,NA,NA,18.523,31.693,25.133,6.656,NA,NA,NA,NA,-165.379,-148.392,-155.665,8.05,NA,NA,NA,NA,-0.8,75.821,92.808,85.535,14:28,212.3,297.835,5.19820137767731,1,,,,,,,,,
351,MOOREMAN,4,2015,00011.MTS_at6+80min_for1min.avi,no,14:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-119,-119,-119,14:33,214.6,96,2,0,,,,,,,,,
