dance.id,hive,day,year,segment,dance.found,segment start time,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,duration,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading,flag,,,,,,,,,
184,MECHANICSBURG,5,2015,MB_050515_13_41_for_1min.avi,yes,13:41,1,1,4,8,1130.935,1179.856,1151.978,19.103,500.719,558.273,535.072,20.857,1.301,1.502,1.41,0.107,52,91,71.25,15.854,30.353,39.088,33.498,3.898,0,39.088,16.749,18.086,NA,NA,NA,NA,30.353,39.088,33.498,3.898,20.215,30.038,24,4.505,2.49,31.43,14.051,12.893,NA,NA,NA,NA,0,-93.51,-64.57,-81.949,13:41,186,104.051,1.81603253999262,1,,,,,,,,,
185,MECHANICSBURG,5,2015,MB_050515_13_46_for_1min.avi,yes,13:46,1,1,4,8,1057.554,1129.496,1089.928,22.996,503.597,572.662,541.007,25.99,1.034,1.335,1.168,0.142,39,72,49.75,10.925,43.285,59.151,47.587,7.735,0,59.151,23.794,25.935,NA,NA,NA,NA,43.285,59.151,47.587,7.735,33.437,55.398,41.436,9.996,69.228,74.578,72.487,2.596,NA,NA,NA,NA,0,-29.772,-24.422,-26.513,13:46,189,162.487,2.83593314168803,1,,,,,,,,,
186,MECHANICSBURG,5,2015,MB_050515_13_51_for_1min.avi,yes,13:51,1,1,4,8,651.799,680.576,669.964,11.637,553.957,601.439,576.259,20.493,1.368,1.635,1.502,0.136,39,80,54.375,13.979,33.218,44.138,38.429,4.818,0,44.138,19.215,20.782,NA,NA,NA,NA,33.218,44.138,38.429,4.818,24.282,26.996,25.541,1.129,94.086,109.026,101.085,7.664,NA,NA,NA,NA,0,-7.81400000000001,7.12599999999999,-0.815000000000012,13:51,191.9,191.085,3.33506240117336,1,,,,,,,,,
187,MECHANICSBURG,5,2015,MB_050515_13_51_for_1min.avi,yes,13:51,2,2,4,8,951.079,1010.072,984.353,21.705,689.209,753.957,720.144,21.3,0.701,0.868,0.759,0.074,54,67,62.375,5.181,29.134,44.325,39.023,6.793,0,44.325,19.511,21.327,NA,NA,NA,NA,29.134,44.325,39.023,6.793,41.579,60.383,51.415,8.091,103.134,124.824,114.671,10.816,NA,NA,NA,NA,0,1.23399999999999,22.924,12.771,13:51,191.9,204.671,3.57218283334931,1,,,,,,,,,
188,MECHANICSBURG,5,2015,MB_050515_13_51_for_1min.avi,yes,13:51,3,3,4,8,1046.043,1074.82,1054.856,8.851,320.863,397.122,353.597,26.949,1.068,1.368,1.21,0.148,25,52,40.125,9.92,28.777,38.393,34.9,4.213,0,38.393,17.45,18.857,NA,NA,NA,NA,28.777,38.393,34.9,4.213,26.315,33.084,28.964,3.073,-126.87,-92.291,-105.311,15.038,NA,NA,NA,NA,0,131.23,165.809,152.789,13:51,191.9,344.689,6.01595794540673,1,,,,,,,,,
189,MECHANICSBURG,5,2015,MB_050515_13_51_for_1min.avi,yes,13:51,4,4,4,8,497.842,517.986,509.173,7.314,378.417,447.482,413.309,23.274,0.601,0.834,0.742,0.103,41,76,53.25,11.708,26.059,46.446,38.656,8.941,0,46.446,19.328,21.476,NA,NA,NA,NA,26.059,46.446,38.656,8.941,43.388,58,51.55,6.071,90,106.189,96.691,6.859,NA,NA,NA,NA,0,-11.9,4.28899999999999,-5.209,13:51,191.9,186.691,3.25837263384073,1,,,,,,,,,
190,MECHANICSBURG,5,2015,MB_050515_13_56_for_1min.avi,yes,13:56,1,1,4,8,651.799,680.576,669.964,11.637,553.957,601.439,576.259,20.493,1.368,1.635,1.502,0.136,54,92,68,12.972,33.218,44.138,38.429,4.818,0,44.138,19.215,20.782,NA,NA,NA,NA,33.218,44.138,38.429,4.818,24.282,26.996,25.541,1.129,94.086,109.026,101.085,7.664,NA,NA,NA,NA,0,-10.614,4.32600000000001,-3.61499999999999,13:56,194.7,191.085,3.33506240117336,1,,,,,,,,,
191,MECHANICSBURG,5,2015,MB_050515_13_56_for_1min.avi,yes,13:56,2,2,4,8,951.079,1010.072,984.353,21.705,689.209,753.957,720.144,21.3,0.701,0.868,0.759,0.074,68,80,75.5,4.957,29.134,44.325,39.023,6.793,0,44.325,19.511,21.327,NA,NA,NA,NA,29.134,44.325,39.023,6.793,41.579,60.383,51.415,8.091,103.134,124.824,114.671,10.816,NA,NA,NA,NA,0,-1.56599999999999,20.124,9.97100000000002,13:56,194.7,204.671,3.57218283334931,1,,,,,,,,,
192,MECHANICSBURG,5,2015,MB_050515_13_56_for_1min.avi,yes,13:56,3,3,4,8,1046.043,1074.82,1054.856,8.851,320.863,397.122,353.597,26.949,1.068,1.368,1.21,0.148,41,66,54.875,9.265,28.777,38.393,34.9,4.213,0,38.393,17.45,18.857,NA,NA,NA,NA,28.777,38.393,34.9,4.213,26.315,33.084,28.964,3.073,-126.87,-92.291,-105.311,15.038,NA,NA,NA,NA,0,128.43,163.009,149.989,13:56,194.7,344.689,6.01595794540673,1,,,,,,,,,
193,MECHANICSBURG,5,2015,MB_050515_13_56_for_1min.avi,yes,13:56,4,4,4,8,497.842,517.986,509.173,7.314,378.417,447.482,413.309,23.274,0.601,0.834,0.742,0.103,56,88,67,10.704,26.059,46.446,38.656,8.941,0,46.446,19.328,21.476,NA,NA,NA,NA,26.059,46.446,38.656,8.941,43.388,58,51.55,6.071,90,106.189,96.691,6.859,NA,NA,NA,NA,0,-14.7,1.489,-8.00899999999999,13:56,194.7,186.691,3.25837263384073,1,,,,,,,,,
