City (for azimuth),hive,camera,month,day,year,hour,minute,segment,dance found?,segment start time,Pollen forager,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,mean_duration.sec,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading.radians,flag,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_11_for_1min.avi,yes,11:11,,1,1,4,8,1249.167,1297.833,1270.083,20.554,362.167,386.167,375.083,8.226,2.87,3.47,3.153,0.311,52,80,64.25,9.953,22.161,50.288,36.775,11.93,0,50.288,18.387,21.152,NA,NA,NA,NA,22.161,50.288,36.775,11.93,7.634,14.922,11.521,2.99,-14.589,6.911,-5.39,9.165,NA,NA,NA,NA,1,74.411,95.911,83.61,11:11,117.5,201.11,3.510031659,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_16_for_1min.avi,yes,11:16,,1,1,4,8,545,563,554.25,7.066,614,668,643.25,21.413,1.969,2.469,2.236,0.226,69,96,83.5,9.769,31.257,41.304,37.61,4.692,0,41.304,18.805,20.337,NA,NA,NA,NA,31.257,41.304,37.61,4.692,12.659,20.981,17.054,3.408,82.648,102.68,96.202,9.421,NA,NA,NA,NA,1,171.648,191.68,185.202,11:16,118.9,304.102,5.307581162,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_16_for_1min.avi,yes,11:16,,2,2,4,8,1038,1068,1053.375,10.623,525,547,535.688,7.824,0.701,1.301,0.909,0.267,37,74,63.625,12.247,10.404,26.077,16.297,7.37,0,26.077,8.148,9.958,NA,NA,NA,NA,10.404,26.077,16.297,7.37,12.967,22.338,17.548,4.375,33.69,63.435,52.359,12.959,NA,NA,NA,NA,1,122.69,152.435,141.359,11:16,118.9,260.259,4.542376458,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_21_for_1min.avi,yes,11:21,,1,1,4,8,442.5,518.5,495.75,29.349,404.5,548.167,451.917,47.116,1.468,2.569,1.985,0.468,85,107,97.875,7.279,25.386,61.119,39.726,15.279,0,61.119,19.863,23.472,NA,NA,NA,NA,25.386,61.119,39.726,15.279,16.046,23.789,19.647,3.604,71.565,103.885,85.445,14.566,NA,NA,NA,NA,1,160.565,192.885,174.445,11:21,120.4,294.845,5.146016033,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_21_for_1min.avi,yes,11:21,,2,2,4,8,874.5,904.5,890.25,11.574,210.833,340.833,278.75,46.538,1.635,2.035,1.802,0.177,54,98,74,14.132,36.08,41.596,38.01,2.464,0,41.596,19.005,20.381,NA,NA,NA,NA,36.08,41.596,38.01,2.464,20.437,22.519,21.154,0.977,58.325,83.884,74.919,11.992,NA,NA,NA,NA,1,147.325,172.884,163.919,11:21,120.4,284.319,4.962302676,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_26_for_1min.avi,yes,11:26,,1,1,5,10,470,807.833,560.867,126.889,460,579,523.2,39.456,0.934,3.604,2.042,0.978,60,113,88.7,17.764,22.204,122.972,54.139,40.506,0,122.972,27.069,39.286,NA,NA,NA,NA,22.204,122.972,54.139,40.506,12.797,36.329,25.824,9.936,45,115.821,88.334,27.237,NA,NA,NA,NA,1,134,204.821,177.334,11:26,121.8,299.134,5.220873205,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_26_for_1min.avi,yes,11:26,,2,2,4,8,1193,1230.5,1214.5,15.048,448.5,468.167,458.771,7.311,1.935,2.336,2.094,0.171,55,81,66.25,9.588,18.608,37.054,27.548,8.867,0,37.054,13.774,15.828,NA,NA,NA,NA,18.608,37.054,27.548,8.867,8.995,17.044,13.122,3.931,3.094,25.178,12.12,9.85,NA,NA,NA,NA,1,92.094,114.178,101.12,11:26,121.8,222.92,3.890687969,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_26_for_1min.avi,yes,11:26,,3,3,4,8,654,703.5,681.25,17.53,473.5,570,528.25,34.262,1.535,1.835,1.727,0.135,35,86,61.375,16.405,38.266,54.884,45.239,7.015,0,54.884,22.62,24.614,NA,NA,NA,NA,38.266,54.884,45.239,7.015,22.054,35.758,26.528,6.268,73.051,112.671,93.119,16.411,NA,NA,NA,NA,1,162.051,201.671,182.119,11:26,121.8,303.919,5.304387209,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_26_for_1min.avi,yes,11:26,,4,4,3,6,792.5,854.5,819.5,22.88,523.833,547.833,535.389,10.325,1.034,1.468,1.201,0.234,47,88,67.5,14.46,31.672,56.667,42.128,12.988,0,56.667,21.064,24.493,NA,NA,NA,NA,31.672,56.667,42.128,12.988,28.764,38.598,34.715,5.233,11.113,40.732,25.634,14.818,NA,NA,NA,NA,1,100.113,129.732,114.634,11:26,121.8,236.434,4.126551764,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_26_for_1min.avi,yes,11:26,,5,5,4,8,905.167,944.5,923.833,14.191,181.833,211.167,197.667,10.033,0.767,1.368,1.018,0.274,64,102,79,12.49,17.499,31.227,24.743,5.629,0,31.227,12.372,13.73,NA,NA,NA,NA,17.499,31.227,24.743,5.629,18.11,30.537,24.952,5.605,16.113,47.121,26.196,14.337,NA,NA,NA,NA,1,105.113,136.121,115.196,11:26,121.8,236.996,4.136360514,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_31_for_1min.avi,yes,11:31,,1,1,4,8,712.833,768.167,737.833,21.274,532.5,644.5,594.167,37.401,0,0,0,0,52,100,77.75,15.49,44.746,63.805,52.863,7.961,0,63.805,26.431,28.733,NA,NA,NA,NA,44.746,63.805,52.863,7.961,NA,NA,NA,NA,79.16,98.858,90.153,9.012,NA,NA,NA,NA,1,168.16,187.858,179.153,11:31,123.4,302.553,5.280546012,0,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_31_for_1min.avi,yes,11:31,,2,2,4,8,592.5,624.5,610,11.368,515.5,559.5,539,18.546,0,0,0,0,50,104,82.75,18.46,31.383,40.552,35.439,4.472,0,40.552,17.719,19.168,NA,NA,NA,NA,31.383,40.552,35.439,4.472,NA,NA,NA,NA,62.592,102.265,83.633,16.576,NA,NA,NA,NA,1,151.592,191.265,172.633,11:31,123.4,296.033,5.166750545,0,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_31_for_1min.avi,yes,11:31,,3,3,4,8,940.5,1020.5,967.917,31.678,284.5,479.833,384,81.156,0,0,0,0,44,89,66,14.716,40.732,53.769,45.864,5.569,0,53.769,22.932,24.785,NA,NA,NA,NA,40.732,53.769,45.864,5.569,NA,NA,NA,NA,68.895,109.558,88.773,16.973,NA,NA,NA,NA,1,157.895,198.558,177.773,11:31,123.4,301.173,5.256460468,0,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_31_for_1min.avi,yes,11:31,,4,4,4,8,800.833,842.833,826.75,13.954,374.167,409.5,395.083,11.952,0,0,0,0,54,109,82.75,19.912,27.333,30.007,28.372,1.159,0,30.007,14.186,15.185,NA,NA,NA,NA,27.333,30.007,28.372,1.159,NA,NA,NA,NA,1.273,77.32,35.38,34.126,NA,NA,NA,NA,1,90.273,166.32,124.38,11:31,123.4,247.78,4.324576821,0,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_31_for_1min.avi,yes,11:31,,5,5,4,8,363.5,418.833,386.833,17.476,453.833,489.833,472.083,12.256,0,0,0,0,67,134,95.75,23.614,22.559,42.048,30.257,8.445,0,42.048,15.129,17.092,NA,NA,NA,NA,22.559,42.048,30.257,8.445,NA,NA,NA,NA,18.97,65.136,42.247,23.454,NA,NA,NA,NA,1,107.97,154.136,131.247,11:31,123.4,254.647,4.44442858,0,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_36_for_1min.avi,no,11:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,11:36,125,214,3.735004599,0,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_41_for_1min.avi,yes,11:41,,1,1,4,8,798,825,812.625,9.257,547,619,580.375,25.315,1.602,2.302,2.002,0.341,53,100,83.875,17.415,35.693,53.6,41.391,8.231,0,53.6,20.695,22.771,NA,NA,NA,NA,35.693,53.6,41.391,8.231,17.024,23.281,20.776,2.751,101.31,111.251,105.897,4.257,NA,NA,NA,NA,1,190.31,200.251,194.897,11:41,126.6,321.497,5.611181185,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_41_for_1min.avi,yes,11:41,,2,2,4,8,718.167,821.5,776.75,37.713,259.833,327.833,293.917,26.032,1.502,2.336,1.994,0.356,75,120,88.125,17.357,45.5,62.025,50.533,7.711,0,62.025,25.267,27.479,NA,NA,NA,NA,45.5,62.025,50.533,7.711,22.042,30.303,25.662,3.611,52.481,79.019,65.947,10.916,NA,NA,NA,NA,1,141.481,168.019,154.947,11:41,126.6,281.547,4.913922149,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_41_for_1min.avi,yes,11:41,,3,3,4,8,895,1068,983.375,73.944,250,504,380.75,113.583,1.301,1.802,1.593,0.225,55,98,77.75,19.167,23.601,33.136,28.046,4.11,0,33.136,14.023,15.231,NA,NA,NA,NA,23.601,33.136,28.046,4.11,16.247,19.098,17.633,1.246,36.384,96.582,74.98,26.484,NA,NA,NA,NA,1,125.384,185.582,163.98,11:41,126.6,290.58,5.07157774,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_41_for_1min.avi,yes,11:41,,4,4,4,8,272,329,295.125,19.838,558,629,587.75,27.369,1.902,2.536,2.294,0.273,73,131,100.625,20.819,27,61.351,49.247,15.298,0,61.351,24.623,28.164,NA,NA,NA,NA,27,61.351,49.247,15.298,14.196,24.193,21.062,4.674,67.068,102.171,82.553,16.474,NA,NA,NA,NA,1,156.068,191.171,171.553,11:41,126.6,298.153,5.203751525,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_46_for_1min.avi,yes,11:46,,1,1,4,8,669,715,689.625,17.113,299,392,345.875,34.498,1.802,2.269,1.969,0.207,66,129,91.75,20.659,36.222,68.411,52.875,13.5,0,68.411,26.438,29.613,NA,NA,NA,NA,36.222,68.411,52.875,13.5,19.385,35.349,26.879,6.616,74.745,85.986,79.809,5.867,NA,NA,NA,NA,1,163.745,174.986,168.809,11:46,128.3,297.109,5.185530287,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_46_for_1min.avi,yes,11:46,,2,2,4,8,561,599,580.125,11.655,602,685,644.875,27.992,2.169,2.803,2.553,0.286,68,103,83.75,13.003,41.593,57.079,48.644,6.95,0,57.079,24.322,26.397,NA,NA,NA,NA,41.593,57.079,48.644,6.95,15.202,20.543,19.157,2.638,62.819,99.039,87.895,16.901,NA,NA,NA,NA,1,151.819,188.039,176.895,11:46,128.3,305.195,5.326657611,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_46_for_1min.avi,yes,11:46,,3,3,4,8,780,819,796,15.288,513,583,544.75,22.089,1.702,2.269,2.035,0.282,67,106,81.5,15.919,21.024,53.085,34.623,13.504,0,53.085,17.311,20.51,NA,NA,NA,NA,21.024,53.085,34.623,13.504,12.355,23.396,16.67,4.725,91.909,98.366,94.06,2.922,NA,NA,NA,NA,1,180.909,187.366,183.06,11:46,128.3,311.36,5.434257159,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_51_for_1min.avi,yes,11:51,,1,1,4,8,1208.167,1298.167,1244.667,31.382,345.167,457.167,382.917,44.616,1.401,2.402,1.927,0.41,58,90,70.625,11.25,24,41.231,31.382,8.197,0,41.231,15.691,17.612,NA,NA,NA,NA,24,41.231,31.382,8.197,12.191,18.085,16.373,2.82,0,18.435,12.554,8.589,NA,NA,NA,NA,1,89,107.435,101.554,11:51,130.1,231.654,4.043125025,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_11_56_for_1min.avi,yes,11:56,,1,1,4,8,1250.167,1298.833,1273.417,19.597,503.833,528.5,515.833,8.987,1.835,2.436,2.227,0.276,55,92,75.375,11.575,27.333,41.382,35.655,5.957,0,41.382,17.827,19.453,NA,NA,NA,NA,27.333,41.382,35.655,5.957,11.378,19.741,16.24,3.504,0,13.299,7.207,6.82,NA,NA,NA,NA,1,89,102.299,96.207,11:56,131.9,228.107,3.981218197,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_01_for_1min.avi,yes,12:01,,1,1,4,8,789.833,870.5,833.5,24.614,550.5,578.5,564.583,7.916,0.901,1.468,1.109,0.26,37,100,63.125,22.485,16.234,48.781,36.108,13.978,0,48.781,18.054,21.36,NA,NA,NA,NA,16.234,48.781,36.108,13.978,17.377,42.387,32.334,10.672,-3.918,22.834,13.579,11.974,NA,NA,NA,NA,1,85.082,111.834,102.579,12:01,133.8,236.379,4.125591833,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_01_for_1min.avi,yes,12:01,,2,2,4,8,1098.167,1208.167,1149.417,42.337,336.167,378.833,356,14.902,0.701,1.768,1.076,0.473,47,102,72.875,18.788,14.907,54.39,27.985,18.097,0,54.39,13.992,19.082,NA,NA,NA,NA,14.907,54.39,27.985,18.097,19.704,30.756,24.594,5.069,-11.31,100.305,32.744,48.768,NA,NA,NA,NA,1,77.69,189.305,121.744,12:01,133.8,255.544,4.460084184,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_06_for_1min.avi,yes,12:06,,1,1,4,8,787,888,830.125,33.19,209,319,253.375,33.127,1.802,3.27,2.419,0.629,34,84,62.375,16.062,36.892,82.006,48.399,22.407,0,82.006,24.199,29.74,NA,NA,NA,NA,36.892,82.006,48.399,22.407,14.941,25.079,19.565,4.405,52.431,85.365,64.942,14.537,NA,NA,NA,NA,1,141.431,174.365,153.942,12:06,135.8,289.742,5.056951881,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_06_for_1min.avi,yes,12:06,,2,2,4,8,630,732,677.25,32.35,515,552,528.25,11.877,0.934,1.301,1.068,0.166,56,87,73,10.043,28.46,51.43,39.885,9.427,0,51.43,19.943,22.195,NA,NA,NA,NA,28.46,51.43,39.885,9.427,29.412,43.898,37.255,6.108,10.437,45,25.109,14.805,NA,NA,NA,NA,1,99.437,134,114.109,12:06,135.8,249.909,4.36173488,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_06_for_1min.avi,yes,12:06,,3,3,4,8,1049,1100,1072.625,20.424,427,485,458.25,18.957,1.602,2.302,2.11,0.34,47,69,61.875,6.707,13.038,39.459,29.195,12.695,0,39.459,14.598,17.681,NA,NA,NA,NA,13.038,39.459,29.195,12.695,8.141,17.391,13.426,4.652,85.601,98.746,93.694,5.671,NA,NA,NA,NA,1,174.601,187.746,182.694,12:06,135.8,318.494,5.558768948,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_11_for_1min.avi,yes,12:11,,1,1,5,10,244.167,280.167,260.467,14.152,418.5,525.5,472.167,32.554,2.135,2.803,2.376,0.264,65,100,88,10.52,32.028,45.338,38.292,6.088,0,45.338,19.146,20.586,NA,NA,NA,NA,32.028,45.338,38.292,6.088,13.911,17.725,16.095,1.61,-89.157,76.608,-51.178,71.647,NA,NA,NA,NA,1,-0.157,165.608,37.822,12:11,137.8,175.622,3.065182139,1,,,,,,,,,
London,FSR,,MAY,6,2015,10,55,FSR_050615_12_11_for_1min.avi,yes,12:11,,2,2,4,8,210.833,264.167,233.833,19.12,403.167,463.167,437.5,19.342,1.602,2.369,2.069,0.35,83,120,102.75,10.794,22.161,38.465,31.139,7.255,0,38.465,15.569,17.309,NA,NA,NA,NA,22.161,38.465,31.139,7.255,12.434,19.213,15.096,2.925,46.219,115.677,81.256,32.451,NA,NA,NA,NA,1,135.219,204.677,170.256,12:11,137.8,308.056,5.376591481,1,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_19_for_1min.avi,yes,15:19,,1,1,4,8,1006.5,1131.167,1053.833,40.368,559.167,605.167,576.25,14.791,1.969,2.169,2.102,0.094,68,126,99.5,20.431,40.497,62.67,51.242,9.93,0,62.67,25.621,28.151,NA,NA,NA,NA,40.497,62.67,51.242,9.93,20.571,28.896,24.269,3.794,-166.569,179.39,-77.4,171.216,NA,NA,NA,NA,0,283.431,269.39,12.6,15:19,233.5,246.1,4.295255289,1,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_24_for_1min.avi,yes,15:24,,1,1,4,8,906.5,978.5,947.583,23.883,451.167,489.833,467.167,11.629,1.602,2.569,1.969,0.428,37,143,106,40.708,32.551,48.662,37.166,7.691,0,48.662,18.583,20.494,NA,NA,NA,NA,32.551,48.662,37.166,7.691,17.337,20.804,18.961,1.423,145.008,170.538,160.813,11.414,NA,NA,NA,NA,0,235.008,260.538,250.813,15:24,235.2,126.013,2.19934175,1,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_29_for_1min.avi,no,15:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:29,236.8,326.8,5.703735996,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_34_for_1min.avi,no,15:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:34,238.3,328.3,5.729915934,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_39_for_1min.avi,no,15:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:39,239.8,329.8,5.756095873,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_44_for_1min.avi,no,15:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:44,241.2,331.2,5.780530483,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_49_for_1min.avi,no ,15:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:49,242.6,332.6,5.804965092,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_54_for_1min.avi,no,15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,15:54,244,334,5.829399702,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_15_59_for_1min.avi,yes,15:59,,1,1,4,8,557,1031.833,894.792,197.75,499.167,657,558,62.693,1.668,2.369,1.919,0.311,70,144,102.25,24.159,32.007,43.538,38.159,4.898,0,43.538,19.08,20.648,NA,NA,NA,NA,32.007,43.538,38.159,4.898,17.129,22.682,20.089,2.752,-175.711,154.612,67.312,162.078,NA,NA,NA,NA,0,274.289,244.612,157.312,15:59,245.3,42.612,0.7437197009,1,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_04_for_1min.avi,no,16:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:04,246.6,336.6,5.874778262,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_09_for_1min.avi,no,16:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:09,247.8,337.8,5.895722213,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_14_for_1min.avi,no,16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:14,249,339,5.916666164,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_19_for_1min.avi,no,16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:19,250.2,340.2,5.937610115,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_24_for_1min.avi,no,16:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:24,251.3,341.3,5.956808737,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_29_for_1min.avi,no,16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:29,252.4,342.4,5.976007359,0,,,,,,,,,
London,FSR,,MAY,7,2015,15,18,FSR_050715_16_34_for_1min.avi,no,16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,16:34,253.5,343.5,5.995205981,0,,,,,,,,,
London,FSR,,MAY,8,2015,10,22,FSR_050815_10_35_for_1min.avi,yes,10:35,,1,1,4,8,728.058,742.446,736.151,5.04,600,658.993,631.295,21.614,1.101,2.169,1.718,0.447,91,170,118.375,24.483,30.044,49.111,37.082,9.035,0,49.111,18.541,20.685,NA,NA,NA,NA,30.044,49.111,37.082,9.035,17.086,27.285,22.274,5.5,73.301,90,83.505,7.154,NA,NA,NA,NA,0,163.301,180,173.505,10:35,108.1,281.605,4.91493444,1,,,,,,,,,
London,FSR,,MAY,8,2015,10,22,FSR_050815_10_40_for_1min.avi,yes,10:40,,1,1,4,8,864.748,935.252,900.36,25.782,667.626,761.151,709.173,32.734,1.702,2.402,2.027,0.331,78,133,99.625,17.639,38.231,52.69,43.932,6.848,0,52.69,21.966,23.907,NA,NA,NA,NA,38.231,52.69,43.932,6.848,16.126,29.243,22.45,6.668,104.47,124.992,115.147,9.622,NA,NA,NA,NA,0,194.47,214.992,205.147,10:40,109.2,314.347,5.486390144,1,,,,,,,,,
London,FSR,,MAY,8,2015,10,22,FSR_050815_10_45_for_1min.avi,yes,10:45,,1,1,4,8,1215.827,1247.482,1229.676,12.086,352.518,424.46,385.072,23.742,1.435,1.468,1.443,0.017,60,95,80.625,12.894,35.274,47.132,40.866,5.071,0,47.132,20.433,22.095,NA,NA,NA,NA,35.274,47.132,40.866,5.071,24.585,32.85,28.33,3.632,101.768,125.311,110.305,11.011,NA,NA,NA,NA,0,191.768,215.311,200.305,10:45,110.4,310.705,5.422825252,1,,,,,,,,,
London,FSR,,MAY,8,2015,10,22,FSR_050815_10_50_for_1min.avi,yes,10:50,,1,1,4,8,1250.36,1303.597,1268.525,18.248,569.784,658.993,601.799,29.545,1.635,2.102,1.885,0.194,64,92,81.625,9.41,41.949,71.611,51.118,13.81,0,71.611,25.559,28.78,NA,NA,NA,NA,41.949,71.611,51.118,13.81,22.296,37.003,27.132,6.725,107.879,128.367,117.413,9.096,NA,NA,NA,NA,0,197.879,218.367,207.413,10:50,111.6,319.013,5.567827207,1,,,,,,,,,
London,FSR,,MAY,8,2015,10,22,FSR_050815_10_50_for_1min.avi,yes,10:50,,2,2,4,8,1284.892,1336.691,1308.273,18.374,323.741,379.856,351.978,19.951,1.068,1.568,1.318,0.238,73,145,97.375,24.389,20.601,29.663,26.632,4.119,0,29.663,13.316,14.489,NA,NA,NA,NA,20.601,29.663,26.632,4.119,18.724,24.641,20.394,2.842,-42.879,12.095,-20.423,24.986,NA,NA,NA,NA,0,47.121,102.095,69.577,10:50,111.6,181.177,3.162135179,1,,,,,,,,,
London,FSR,,MAY,8,2015,10,22,FSR_050815_10_55_for_1min.avi,no,10:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,10:55,,90,1.570796327,0,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_09_for_1min.avi,yes,16:09,,1,1,4,8,913.669,1031.655,971.583,39.297,457.554,633.094,537.41,60.963,3.237,4.004,3.612,0.332,64,125,98.75,20.485,66.328,84.636,72.277,8.341,0,84.636,36.138,39.018,NA,NA,NA,NA,66.328,84.636,72.277,8.341,18.513,21.306,20.018,1.414,-66.644,-45,-57.998,10.22,NA,NA,NA,NA,-1,24.356,46,33.002,16:09,248.7,281.702,4.916627409,1,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_14_for_1min.avi,no,16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,16:14,,91,1.588249619,0,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_19_for_1min.avi,no,16:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,16:19,,91,1.588249619,0,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_24_for_1min.avi,no,16:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,16:24,,91,1.588249619,0,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_29_for_1min.avi,no,16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,16:29,,91,1.588249619,0,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_34_for_1min.avi,no,16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,91,91,91,16:34,,91,1.588249619,0,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_39_for_1min.avi,yes,16:39,,1,1,4,8,490.647,663.309,579.317,58.557,336.691,451.799,387.41,40.956,2.736,3.27,3.086,0.24,63,112,91.25,16.14,67.15,105.831,78.865,18.088,0,105.831,39.432,43.786,NA,NA,NA,NA,67.15,105.831,78.865,18.088,21.97,33.039,25.518,5.135,-147.265,-133.898,-140.699,7.236,NA,NA,NA,NA,-1,303.735,317.102,310.301,16:39,255.4,205.701,3.590159725,1,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_44_for_1min.avi,yes,16:44,,1,1,4,8,805.755,884.892,849.281,29.894,434.532,503.597,468.345,23.467,2.87,3.403,3.07,0.231,55,112,76.875,19.621,60.243,67.073,62.376,3.171,0,67.073,31.188,33.406,NA,NA,NA,NA,60.243,67.073,62.376,3.171,18.061,23.374,20.429,2.196,-147.426,-139.844,-143.887,3.132,NA,NA,NA,NA,-1,303.574,311.156,307.113,16:44,256.5,203.613,3.55371725,1,,,,,,,,,
London,FSR,,MAY,10,2015,16,10,FSR_051015_16_44_for_1min.avi,yes,16:44,,2,2,4,8,456.115,515.108,487.05,21.521,480.576,536.691,503.058,19.862,1.668,2.269,1.944,0.276,78,116,95.5,13.191,27.3,42.342,36.259,6.588,0,42.342,18.129,19.855,NA,NA,NA,NA,27.3,42.342,36.259,6.588,16.364,20.128,18.598,1.607,-167.471,170.218,1.786,192.055,NA,NA,NA,NA,-1,283.529,261.218,92.786,16:44,256.5,349.286,6.096190731,1,,,,,,,,,
