"","hive","quantile","day","month","year","hour","minute","mean_duration.sec","heading.degrees","azimuth"
"530","MOOREMAN",2,9,"MAY",2015,14,15,0.859,30.816,220.8
"531","MOOREMAN",2,9,"MAY",2015,14,15,1.476,34.48,220.8
"533","MOOREMAN",2,9,"MAY",2015,14,15,1.235,25.631,223.4
"535","MOOREMAN",2,10,"MAY",2015,12,35,0.517,245.594,150.6
"539","MOOREMAN",2,10,"MAY",2015,12,35,1.026,246.639,162.4
"545","MOOREMAN",2,15,"MAY",2015,13,56,1.32,84.273,203.2
"549","MOOREMAN",2,15,"MAY",2015,13,56,1.869,262.261,212.1
"550","MOOREMAN",2,15,"MAY",2015,13,56,1.46,253.737,215.2
"551","MOOREMAN",2,15,"MAY",2015,13,56,1.326,266.705,217.7
"552","MOOREMAN",2,15,"MAY",2015,13,56,1.468,260.862,220.1
"553","MOOREMAN",2,15,"MAY",2015,13,56,1.46,269.886,220.1
"555","MOOREMAN",2,15,"MAY",2015,13,56,1.76,273.749,225
"556","MOOREMAN",2,15,"MAY",2015,13,56,1.61,278.866,227.1
"557","MOOREMAN",2,15,"MAY",2015,13,56,1.46,259.735,229.5
"559","MOOREMAN",2,15,"MAY",2015,13,56,1.335,258.413,233.2
"560","MOOREMAN",2,15,"MAY",2015,13,56,2.928,269.915,235.3
"561","MOOREMAN",2,15,"MAY",2015,13,56,1.36,251.204,235.3
"562","MOOREMAN",2,15,"MAY",2015,13,56,1.71,273.127,235.3
"563","MOOREMAN",2,15,"MAY",2015,13,56,1.36,266.908,237
"564","MOOREMAN",2,15,"MAY",2015,13,56,1.301,275.421,238.6
"565","MOOREMAN",2,15,"MAY",2015,13,56,1.56,268.574,240.4
"566","MOOREMAN",2,15,"MAY",2015,13,56,1.051,72.109,240.4
"567","MOOREMAN",2,15,"MAY",2015,13,56,1.343,270.728,240.4
"568","MOOREMAN",2,15,"MAY",2015,13,56,1.268,74.971,240.4
"569","HONEYRUN",1,4,"MAY",2015,11,41,1.66,269.955,129.4
"570","HONEYRUN",1,4,"MAY",2015,11,41,1.251,93.683,129.4
"571","HONEYRUN",1,4,"MAY",2015,11,41,1.702,274.587,131.1
"572","HONEYRUN",1,4,"MAY",2015,11,41,1.693,299.796,133
"573","HONEYRUN",1,4,"MAY",2015,11,41,2.261,180.578,133
"574","HONEYRUN",1,4,"MAY",2015,11,41,2.419,210.1,134.9
"575","HONEYRUN",1,4,"MAY",2015,11,41,0.509,170.154,134.9
"576","HONEYRUN",1,4,"MAY",2015,11,41,1.433,299.788,136.9
"577","HONEYRUN",1,4,"MAY",2015,11,41,1.987,211.55,136.9
"578","HONEYRUN",1,4,"MAY",2015,11,41,0.859,140.241,139
"579","HONEYRUN",1,4,"MAY",2015,11,41,0.642,32.237,141.1
"580","HONEYRUN",1,4,"MAY",2015,11,41,1.268,282.506,141.1
"581","HONEYRUN",1,4,"MAY",2015,11,41,1.46,258.039,143.4
"582","HONEYRUN",1,4,"MAY",2015,11,41,1.285,213.824,145.7
"583","HONEYRUN",1,4,"MAY",2015,11,41,1.91,274.223,145.7
"584","HONEYRUN",1,4,"MAY",2015,11,41,1.443,201.482,148
"585","HONEYRUN",1,4,"MAY",2015,11,41,1.702,257.498,150.5
"586","HONEYRUN",1,4,"MAY",2015,11,41,1.81,201.93,150.5
"587","HONEYRUN",1,4,"MAY",2015,11,41,1.602,193.772,153
"588","HONEYRUN",1,4,"MAY",2015,11,41,1.702,274.636,153
"589","HONEYRUN",1,4,"MAY",2015,11,41,0.526,127.627,153
"590","HONEYRUN",1,5,"MAY",2015,11,38,1.485,297.249,126.3
"591","HONEYRUN",1,5,"MAY",2015,11,38,2.002,207.585,128
"592","HONEYRUN",1,5,"MAY",2015,11,38,2.252,145.184,128
"596","HONEYRUN",1,5,"MAY",2015,11,38,2.686,141.553,135.4
"598","HONEYRUN",1,5,"MAY",2015,11,38,1.969,91.279,139.6
"599","HONEYRUN",1,5,"MAY",2015,11,38,1.385,76.82,139.6
"600","HONEYRUN",1,5,"MAY",2015,11,38,1.935,274.1,141.8
"601","HONEYRUN",1,5,"MAY",2015,11,38,1.485,207.41,144
"602","HONEYRUN",1,5,"MAY",2015,11,38,1.668,160.765,146.4
"603","HONEYRUN",1,5,"MAY",2015,11,38,1.318,230.274,146.4
"604","HONEYRUN",1,5,"MAY",2015,11,38,2.077,79.219,148.8
"605","HONEYRUN",1,5,"MAY",2015,11,38,2.06,176.077,151.3
"606","HONEYRUN",1,5,"MAY",2015,11,38,2.019,222.335,151.3
"607","HONEYRUN",1,5,"MAY",2015,11,38,2.202,200.179,126
"609","HONEYRUN",1,5,"MAY",2015,11,38,1.343,195.404,129.4
"610","HONEYRUN",1,5,"MAY",2015,11,38,2.327,207.137,131.6
"611","HONEYRUN",1,5,"MAY",2015,11,38,2.836,143.141,133.5
"613","HONEYRUN",1,5,"MAY",2015,11,38,1.727,67.017,135.4
"614","HONEYRUN",1,5,"MAY",2015,11,38,1.56,271.786,137.5
"615","HONEYRUN",1,5,"MAY",2015,11,38,1.318,194.422,139.6
"616","HONEYRUN",1,5,"MAY",2015,11,38,0.968,85.401,142.2
"617","HONEYRUN",1,5,"MAY",2015,11,38,1.91,70.103,144.5
"618","HONEYRUN",1,5,"MAY",2015,11,38,1.885,156.539,144.5
"619","HONEYRUN",1,5,"MAY",2015,11,38,1.618,195.114,144.5
"620","HONEYRUN",1,5,"MAY",2015,11,38,1.527,211.984,146.8
"621","HONEYRUN",1,5,"MAY",2015,11,38,0.45,295.212,146.8
"622","HONEYRUN",1,6,"MAY",2015,15,0,1.468,229.308,227.6
"623","HONEYRUN",1,6,"MAY",2015,15,0,5.547,226.683,227.6
"625","HONEYRUN",1,6,"MAY",2015,15,0,3.652,26.198,231.2
"626","HONEYRUN",1,6,"MAY",2015,15,0,4.298,258.337,231.2
"627","HONEYRUN",1,6,"MAY",2015,15,0,1.462,239.613,231.2
"628","HONEYRUN",1,6,"MAY",2015,15,0,1.508,210.383,231.2
"630","HONEYRUN",1,6,"MAY",2015,15,0,4.296,26.488,234.6
"633","HONEYRUN",1,6,"MAY",2015,15,0,2.436,303.247,239.3
"634","HONEYRUN",1,6,"MAY",2015,15,0,2.11,187.082,239.3
"635","HONEYRUN",1,6,"MAY",2015,15,0,1.835,205.832,239.3
"637","HONEYRUN",1,6,"MAY",2015,15,0,1.76,258.456,242.2
"638","HONEYRUN",1,6,"MAY",2015,15,0,1.685,192.145,242.2
"640","HONEYRUN",1,6,"MAY",2015,15,0,1.71,236.709,244.8
"641","HONEYRUN",1,6,"MAY",2015,15,0,1.71,238.009,246.1
"643","HONEYRUN",1,7,"MAY",2015,12,20,4.847,261.6,144.4
"644","HONEYRUN",1,7,"MAY",2015,12,20,4.638,221.207,144.4
"645","HONEYRUN",1,7,"MAY",2015,12,20,5.33,233.024,144.4
"646","HONEYRUN",1,7,"MAY",2015,12,20,0.859,12.98,144.4
"647","HONEYRUN",1,7,"MAY",2015,12,20,4.655,268.053,146.9
"649","HONEYRUN",1,7,"MAY",2015,12,20,3.237,276.011,151.9
"650","HONEYRUN",1,7,"MAY",2015,12,20,6.823,234.031,154.6
"651","HONEYRUN",1,7,"MAY",2015,12,20,3.303,225.012,154.6
"652","HONEYRUN",1,7,"MAY",2015,12,20,2.986,246.703,157.3
"653","HONEYRUN",1,7,"MAY",2015,12,20,5.639,258.177,157.3
"654","HONEYRUN",1,7,"MAY",2015,12,20,5.923,261.946,160.1
"655","HONEYRUN",1,7,"MAY",2015,12,20,4.655,218.225,160.1
"656","HONEYRUN",1,7,"MAY",2015,12,20,1.552,258.452,160.1
"657","HONEYRUN",1,7,"MAY",2015,12,20,5.764,226.781,163
"658","HONEYRUN",1,7,"MAY",2015,12,20,3.637,240.157,163
"659","HONEYRUN",1,7,"MAY",2015,12,20,2.01,194.872,163
"660","HONEYRUN",1,7,"MAY",2015,12,20,3.612,231.176,165.9
"661","HONEYRUN",1,7,"MAY",2015,12,20,4.071,220.334,165.9
"662","HONEYRUN",1,7,"MAY",2015,12,20,5.197,237.842,168.9
"663","HONEYRUN",1,7,"MAY",2015,12,20,1.994,280.722,168.9
"664","HONEYRUN",1,7,"MAY",2015,12,20,2.736,293.38,168.9
"665","HONEYRUN",1,7,"MAY",2015,12,20,4.788,223.394,168.9
"666","HONEYRUN",1,7,"MAY",2015,12,20,3.662,277.116,168.9
"667","HONEYRUN",1,7,"MAY",2015,12,20,3.82,254.848,168.9
"668","HONEYRUN",1,7,"MAY",2015,12,20,4.83,218.26,168.9
"669","HONEYRUN",1,7,"MAY",2015,12,20,3.62,270.797,168.9
"670","HONEYRUN",1,7,"MAY",2015,12,20,4.004,233.542,168.9
"672","HONEYRUN",1,7,"MAY",2015,12,20,4.029,223.929,178.1
"673","HONEYRUN",1,7,"MAY",2015,12,20,4.204,256.844,178.1
"674","HONEYRUN",1,7,"MAY",2015,12,20,12.654,264.45,181.2
"675","HONEYRUN",1,7,"MAY",2015,12,20,4.63,220.119,181.2
"676","HONEYRUN",1,7,"MAY",2015,12,20,4.046,259.814,184.3
"677","HONEYRUN",1,7,"MAY",2015,12,20,3.979,262.971,187.4
"680","HONEYRUN",2,12,"MAY",2015,12,40,1.034,286.45,120.9
"683","HONEYRUN",2,12,"MAY",2015,12,40,0.692,200.471,125.8
"686","HONEYRUN",2,12,"MAY",2015,12,40,1.318,233.709,131.3
"689","HONEYRUN",2,12,"MAY",2015,12,40,0.661,4.686,137.6
"690","HONEYRUN",2,12,"MAY",2015,12,40,0.726,11.867,139.8
"691","HONEYRUN",2,12,"MAY",2015,12,40,0.584,18.248,139.8
"692","HONEYRUN",2,12,"MAY",2015,12,40,0.592,26.785,139.8
"693","HONEYRUN",2,12,"MAY",2015,12,40,0.709,10.735,139.8
"694","HONEYRUN",2,12,"MAY",2015,12,40,2.936,199.163,139.8
"695","HONEYRUN",2,12,"MAY",2015,12,40,0.834,14.97,139.8
"696","HONEYRUN",2,12,"MAY",2015,12,40,0.709,350.116,139.8
"697","HONEYRUN",2,12,"MAY",2015,12,40,0.459,232.858,144.6
"699","HONEYRUN",2,12,"MAY",2015,12,40,0.626,11.208,149.7
"700","HONEYRUN",2,12,"MAY",2015,12,40,2.861,198.147,149.7
"701","HONEYRUN",2,12,"MAY",2015,12,40,2.953,187.731,150.3
"702","HONEYRUN",2,12,"MAY",2015,12,40,0.484,13.316,150.3
"703","HONEYRUN",2,12,"MAY",2015,12,40,2.836,183.389,150.3
"704","HONEYRUN",2,12,"MAY",2015,12,40,1.343,261.416,150.3
"705","HONEYRUN",2,12,"MAY",2015,12,40,0.601,355.372,150.3
"706","HONEYRUN",2,12,"MAY",2015,12,40,3.061,200.705,153
"707","HONEYRUN",2,12,"MAY",2015,12,40,0.642,5.282,153
"708","HONEYRUN",2,12,"MAY",2015,12,40,1.435,263.034,153
"709","HONEYRUN",2,12,"MAY",2015,12,40,0.517,17.488,155.2
"710","HONEYRUN",2,12,"MAY",2015,12,40,1.568,266.922,155.2
"711","HONEYRUN",2,12,"MAY",2015,12,40,1.577,239.454,155.2
"712","HONEYRUN",2,12,"MAY",2015,12,40,1.126,215.459,155.8
"713","HONEYRUN",2,12,"MAY",2015,12,40,1.276,274.405,155.8
"714","HONEYRUN",2,12,"MAY",2015,12,40,2.678,189.784,158.1
"715","HONEYRUN",2,12,"MAY",2015,12,40,2.594,212.666,158.1
"716","HONEYRUN",2,12,"MAY",2015,12,40,0.859,28.807,158.1
"717","HONEYRUN",2,12,"MAY",2015,12,40,2.085,213.369,158.7
"718","HONEYRUN",2,12,"MAY",2015,12,40,0.909,3.785,158.7
"719","HONEYRUN",2,12,"MAY",2015,12,40,0.726,9.659,158.7
"720","HONEYRUN",2,12,"MAY",2015,12,40,0.926,16.672,158.7
"721","HONEYRUN",2,12,"MAY",2015,12,40,2.244,214.361,161.1
"725","HONEYRUN",2,19,"MAY",2015,10,0,3.028,278.252,99.5
"726","HONEYRUN",2,19,"MAY",2015,10,0,2.311,274.189,100.4
"727","HONEYRUN",2,19,"MAY",2015,10,0,0.801,273.872,100.4
"728","HONEYRUN",2,19,"MAY",2015,10,0,0.501,112.582,101.4
"729","HONEYRUN",3,20,"MAY",2015,12,53,1.22,19.746,160.3
"730","HONEYRUN",3,20,"MAY",2015,12,53,2.55,199.693,160.3
"733","HONEYRUN",3,20,"MAY",2015,12,53,1.059,34.033,166.8
"734","HONEYRUN",3,20,"MAY",2015,12,53,0.851,5.827,166.8
"735","HONEYRUN",3,20,"MAY",2015,12,53,0.767,49.606,170.3
"736","HONEYRUN",3,20,"MAY",2015,12,53,0.509,35.286,170.3
"737","HONEYRUN",3,20,"MAY",2015,12,53,0.817,27.238,170.3
"741","HONEYRUN",3,23,"MAY",2015,10,20,1.376,350.523,101.2
"742","HONEYRUN",3,23,"MAY",2015,10,20,2.352,224.48,101.2
"743","HONEYRUN",3,23,"MAY",2015,10,20,1.126,180.568,101.2
"744","HONEYRUN",3,23,"MAY",2015,10,20,1.193,179.74,101.2
"745","HONEYRUN",3,23,"MAY",2015,10,20,1.969,274.585,101.2
"746","HONEYRUN",3,23,"MAY",2015,10,20,1.376,351.523,102.2
"747","HONEYRUN",3,23,"MAY",2015,10,20,2.352,225.48,102.2
"748","HONEYRUN",3,23,"MAY",2015,10,20,1.126,181.568,102.2
"749","HONEYRUN",3,23,"MAY",2015,10,20,1.193,180.74,102.2
"750","HONEYRUN",3,23,"MAY",2015,10,20,1.969,276.585,103.2
"751","HONEYRUN",3,23,"MAY",2015,10,20,1.818,168.138,103.2
"752","HONEYRUN",3,23,"MAY",2015,10,20,2.402,221.632,103.2
"753","HONEYRUN",3,23,"MAY",2015,10,20,1.318,168.642,103.2
"754","HONEYRUN",3,23,"MAY",2015,10,20,1.618,169.096,103.2
"755","HONEYRUN",3,23,"MAY",2015,10,20,1.109,175.293,103.2
"756","HONEYRUN",3,23,"MAY",2015,10,20,1.502,170.725,104.3
"757","HONEYRUN",3,23,"MAY",2015,10,20,1.118,168.644,104.3
"758","HONEYRUN",3,23,"MAY",2015,10,20,3.504,24.94,104.3
"759","HONEYRUN",3,23,"MAY",2015,10,20,2.352,320.37,104.3
"760","HONEYRUN",3,23,"MAY",2015,10,20,1.894,324.289,105.3
"761","HONEYRUN",3,23,"MAY",2015,10,20,2.177,307.834,105.3
"762","HONEYRUN",3,23,"MAY",2015,10,20,0.976,200.249,105.3
"763","HONEYRUN",3,23,"MAY",2015,10,20,0.984,151.48,105.3
"764","HONEYRUN",3,23,"MAY",2015,10,20,2.503,205.477,106.4
"765","HONEYRUN",3,23,"MAY",2015,10,20,1.36,179.238,106.4
"766","HONEYRUN",3,23,"MAY",2015,10,20,1.076,36.858,106.4
"767","HONEYRUN",3,23,"MAY",2015,10,20,1.268,165.136,107.6
"768","HONEYRUN",3,23,"MAY",2015,10,20,1.735,304.183,107.6
"769","HONEYRUN",3,23,"MAY",2015,10,20,1.46,333.423,107.6
"770","HONEYRUN",3,23,"MAY",2015,10,20,3.187,242.026,107.6
"771","HONEYRUN",3,23,"MAY",2015,10,20,3.045,231.966,107.6
"772","HONEYRUN",3,23,"MAY",2015,10,20,2.01,327.541,107.6
"773","HONEYRUN",3,23,"MAY",2015,10,20,1.36,177.773,108.8
"774","HONEYRUN",3,23,"MAY",2015,10,20,1.518,198.493,108.8
"775","HONEYRUN",3,23,"MAY",2015,10,20,2.452,214.031,108.8
"776","HONEYRUN",3,23,"MAY",2015,10,20,1.201,177.073,108.8
"777","HONEYRUN",3,23,"MAY",2015,10,20,0.818,213.768,110
"778","HONEYRUN",3,23,"MAY",2015,10,20,1.973,214.057,110
"779","HONEYRUN",3,23,"MAY",2015,10,20,1.012,54.127,110
"780","HONEYRUN",3,23,"MAY",2015,10,20,2.452,41.351,110
"781","HONEYRUN",3,23,"MAY",2015,10,20,1.868,293.231,110
"782","HONEYRUN",3,23,"MAY",2015,10,20,1.076,204.074,111.2
"783","HONEYRUN",3,23,"MAY",2015,10,20,1.068,115.197,111.2
"784","HONEYRUN",3,23,"MAY",2015,10,20,2.811,283.156,111.2
"785","HONEYRUN",3,23,"MAY",2015,10,20,0.659,287.296,111.2
"786","HONEYRUN",3,23,"MAY",2015,10,20,0.993,173.611,112.5
"787","HONEYRUN",3,23,"MAY",2015,10,20,0.617,168.95,112.5
"788","HONEYRUN",3,23,"MAY",2015,10,20,1.026,86.067,112.5
"789","HONEYRUN",3,23,"MAY",2015,10,20,1.059,156.256,112.5
"790","HONEYRUN",3,23,"MAY",2015,10,20,2.578,275.845,112.5
"791","HONEYRUN",3,23,"MAY",2015,10,20,0.859,53.998,112.5
"792","HONEYRUN",3,23,"MAY",2015,10,20,1.118,180.982,113.9
"793","HONEYRUN",3,23,"MAY",2015,10,20,1.718,214.272,113.9
"794","HONEYRUN",3,23,"MAY",2015,10,20,2.678,293.847,113.9
"795","HONEYRUN",3,23,"MAY",2015,10,20,2.294,236.659,113.9
"796","HONEYRUN",3,23,"MAY",2015,10,20,1.185,179.637,113.9
"797","HONEYRUN",3,23,"MAY",2015,10,20,1.193,174.982,113.9
"798","HONEYRUN",3,23,"MAY",2015,10,20,1.36,121.713,113.9
"799","HONEYRUN",3,23,"MAY",2015,10,20,1.21,105.89,113.9
"800","HONEYRUN",3,23,"MAY",2015,10,20,1.321,229.083,113.9
"801","HONEYRUN",3,23,"MAY",2015,10,20,1.785,228.611,113.9
"802","HONEYRUN",3,23,"MAY",2015,10,20,0.551,157.089,113.9
"803","HONEYRUN",3,23,"MAY",2015,10,20,2.461,321.669,115.3
"804","HONEYRUN",3,23,"MAY",2015,10,20,3.27,204.44,115.3
"805","HONEYRUN",3,23,"MAY",2015,10,20,1.31,165.519,115.3
"806","HONEYRUN",3,23,"MAY",2015,10,20,0.801,32.73,115.3
"807","HONEYRUN",3,23,"MAY",2015,10,20,2.653,99.317,115.3
"808","HONEYRUN",3,23,"MAY",2015,10,20,1.159,181.428,115.3
"809","HONEYRUN",3,23,"MAY",2015,10,20,1.668,230.226,115.3
"810","HONEYRUN",3,23,"MAY",2015,10,20,0.901,351.176,115.3
"811","HONEYRUN",3,23,"MAY",2015,10,20,3.378,218.727,115.3
"812","HONEYRUN",3,23,"MAY",2015,10,20,3.011,207.917,116.7
"813","HONEYRUN",3,23,"MAY",2015,10,20,3.011,196.775,116.7
"814","HONEYRUN",3,23,"MAY",2015,10,20,1.608,184.687,116.7
"815","HONEYRUN",3,23,"MAY",2015,10,20,1.245,177.735,118.2
"816","HONEYRUN",3,23,"MAY",2015,10,20,2.752,122.538,118.2
"817","HONEYRUN",3,23,"MAY",2015,10,20,2.033,216.543,118.2
"818","HONEYRUN",3,23,"MAY",2015,10,20,0.717,175.044,119.8
"819","HONEYRUN",3,23,"MAY",2015,10,20,2.227,220.743,119.8
"820","HONEYRUN",3,23,"MAY",2015,10,20,2.643,23.371,119.8
"821","HONEYRUN",3,23,"MAY",2015,10,20,0.676,18.002,119.8
"822","HONEYRUN",3,23,"MAY",2015,10,20,1.552,125.346,119.8
